"iso","year","region","source","survey","model","year_real","measure","ages"
"ABW",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,21.0639241636308,NA,"mOM","20-44"
"AFG",2011,"Asia & Pacific","MICS",NA,382.508803808637,NA,"mOM","20-44"
"AGO",2015,"Africa","DHS ",199.8925,425.718539118422,"2015-16","mOM","20-44"
"ALB",2018,"Europe","DHS ",11.10827,24.4708138385878,NA,"mOM","20-44"
"ARE",2016,"Arab states","Indirect",NA,14.5102554841464,NA,"mOM","20-44"
"ARG",2016,"South & Latin America","Indirect",NA,28.6553918357848,NA,"mOM","20-44"
"ARM",2016,"Europe","DHS ",19.80663,36.2954093979837,NA,"mOM","20-44"
"ATG",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,16.3178823449777,NA,"mOM","20-44"
"AUS",2016,"Asia & Pacific","Indirect",NA,5.81942596869525,NA,"mOM","20-44"
"AUT",2018,"Europe","GGS",NA,3.95304465586616,NA,"mOM","20-44"
"BDI",2016,"Africa","DHS ",210.8132,308.144940861291,"2016-17","mOM","20-44"
"BEL",2018,"Europe","GGS",NA,5.07042125765754,NA,"mOM","20-44"
"BEN",2017,"Africa","DHS ",229.4843,330.610795701458,"2017-18","mOM","20-44"
"BFA",2010,"Africa","DHS ",338.865,440.071606720209,NA,"mOM","20-44"
"BGD",2014,"Asia & Pacific","DHS ",149.4273,145.376390496665,NA,"mOM","20-44"
"BGR",2016,"Europe","Indirect",NA,13.0965117421698,NA,"mOM","20-44"
"BHR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,15.2602459247052,NA,"mOM","20-44"
"BHS",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,17.0590986630514,NA,"mOM","20-44"
"BIH",2016,"Europe","Indirect",NA,10.128489783496,NA,"mOM","20-44"
"BLR",2016,"Europe","Indirect",NA,10.9896303570563,NA,"mOM","20-44"
"BLZ",2015,"South & Latin America","MICS",NA,55.5372449734532,"2015-16","mOM","20-44"
"BRB",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,14.5475429262662,NA,"mOM","20-44"
"BRN",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,14.2932418353756,NA,"mOM","20-44"
"BTN",2010,"Asia & Pacific","MICS ",NA,188.842764434275,NA,"mOM","20-44"
"BWA",2016,"Africa","Indirect",NA,115.096306727322,NA,"mOM","20-44"
"CAF",2010,"Africa","MICS",NA,381.964318485946,NA,"mOM","20-44"
"CAN",2016,"North America","Indirect ",NA,5.46345675384833,NA,"mOM","20-44"
"CHE",2016,"Europe","Indirect",NA,3.84406785094173,NA,"mOM","20-44"
"CHL",2016,"South & Latin America","Indirect",NA,13.4110535847852,NA,"mOM","20-44"
"CHN",2016,"Asia & Pacific","Indirect",NA,31.1231805172596,NA,"mOM","20-44"
"CIV",2011,"Africa","DHS ",231.0597,340.939250117534,"2011-12","mOM","20-44"
"CMR",2011,"Africa","DHS ",258.386,370.563366519234,NA,"mOM","20-44"
"COD",2013,"Africa","DHS ",257.2782,414.126383850641,"2013-14","mOM","20-44"
"COG",2011,"Africa","DHS ",175.4228,232.001115928372,"2011-12","mOM","20-44"
"COL",2015,"South & Latin America","DHS ",33.93834,35.3473579934894,"2015-16","mOM","20-44"
"COM",2012,"Arab states","DHS ",92.16674,250.662036740841,NA,"mOM","20-44"
"CPV",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,55.8143690429596,NA,"mOM","20-44"
"CRI",2016,"South & Latin America","Indirect",NA,19.4915885757756,NA,"mOM","20-44"
"CUB",2014,"South & Latin America","MICS",NA,9.7322103440994,NA,"mOM","20-44"
"CYP",2016,"Europe","Indirect",NA,6.12951286468607,NA,"mOM","20-44"
"CZE",2016,"Europe","Indirect",NA,5.0145044181136,NA,"mOM","20-44"
"DEU",2016,"Europe","Indirect",NA,3.69393082126479,NA,"mOM","20-44"
"DJI",2016,"Arab states","Indirect",NA,163.375418397589,NA,"mOM","20-44"
"DNK",2016,"Europe","Indirect",NA,4.96136507005315,NA,"mOM","20-44"
"DOM",2013,"South & Latin America","DHS ",84.66233,77.2701813103718,NA,"mOM","20-44"
"DZA",2012,"Arab states","MICS",NA,61.9914528466068,"2012-13","mOM","20-44"
"ECU",2016,"South & Latin America","Indirect",NA,53.5316671440125,NA,"mOM","20-44"
"EGY",2014,"Arab states","DHS ",74.75646,91.6762037033369,NA,"mOM","20-44"
"ERI",2016,"Africa","Indirect",NA,191.71545008088,NA,"mOM","20-44"
"ESH",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,78.453795373695,NA,"mOM","20-44"
"ESP",2016,"Europe","Indirect",NA,2.64338496122924,NA,"mOM","20-44"
"EST",2016,"Europe","Indirect",NA,9.38258377526952,NA,"mOM","20-44"
"ETH",2016,"Africa","DHS ",216.6478,279.504545789816,NA,"mOM","20-44"
"FIN",2016,"Europe","Indirect",NA,3.96256902022445,NA,"mOM","20-44"
"FJI",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,51.008022376053,NA,"mOM","20-44"
"FRA",2016,"Europe","Indirect",NA,5.33233504167193,NA,"mOM","20-44"
"FSM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,92.680669262679,NA,"mOM","20-44"
"GAB",2012,"Africa","DHS ",123.8096,209.527470893719,NA,"mOM","20-44"
"GBR",2016,"Europe","Indirect",NA,6.0801141296691,NA,"mOM","20-44"
"GEO",2016,"Europe","Indirect",NA,31.4577503234408,NA,"mOM","20-44"
"GHA",2014,"Africa","DHS ",148.6878,213.089863609729,NA,"mOM","20-44"
"GIN",2012,"Africa","DHS ",296.8574,396.858272791478,NA,"mOM","20-44"
"GLP",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,11.1693581326462,NA,"mOM","20-44"
"GMB",2013,"Africa","DHS ",148.8092,304.309843582642,NA,"mOM","20-44"
"GNB",2016,"Africa","Indirect",NA,326.628949847229,NA,"mOM","20-44"
"GNQ",2016,"Africa","Indirect",NA,335.056975806687,NA,"mOM","20-44"
"GRC",2016,"Europe","Indirect",NA,3.90295803953158,NA,"mOM","20-44"
"GRD",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,23.9092177253162,NA,"mOM","20-44"
"GTM",2014,"South & Latin America","DHS ",90.65897,118.541838806255,"2014-15","mOM","20-44"
"GUF",2016,"South & Latin America","Indirect",NA,36.2656208894739,NA,"mOM","20-44"
"GUM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,24.8674934005732,NA,"mOM","20-44"
"GUY",2014,"South & Latin America","MICS",NA,85.1219436895241,NA,"mOM","20-44"
"HKG",2016,"Asia & Pacific","Indirect",NA,1.67568170593819,NA,"mOM","20-44"
"HND",2012,"South & Latin America","DHS ",69.4096,114.729014186073,NA,"mOM","20-44"
"HRV",2016,"Europe","Indirect",NA,6.86704574071215,NA,"mOM","20-44"
"HTI",2016,"South & Latin America","DHS ",124.8154,189.611532239613,"2016-17","mOM","20-44"
"HUN",2016,"Europe","Indirect",NA,7.1861509601432,NA,"mOM","20-44"
"IDN",2017,"Asia & Pacific","DHS ",63.058,61.8410292052241,NA,"mOM","20-44"
"IND",2015,"Asia & Pacific","DHS ",92.88662,152.916477393454,NA,"mOM","20-44"
"IRL",2016,"Europe","Indirect",NA,5.28567907564611,NA,"mOM","20-44"
"IRN",2016,"Asia & Pacific","Indirect",NA,35.9288866623566,NA,"mOM","20-44"
"IRQ",2011,"Arab states","MICS",NA,122.723946622344,NA,"mOM","20-44"
"ISL",2016,"Europe","Indirect",NA,4.54655160945712,NA,"mOM","20-44"
"ISR",2016,"Europe","Indirect",NA,10.9955299328744,NA,"mOM","20-44"
"ITA",2016,"Europe","Indirect",NA,2.91972674265361,NA,"mOM","20-44"
"JAM",2016,"South & Latin America","Indirect",NA,32.7981825735032,NA,"mOM","20-44"
"JOR",2017,"Arab states","DHS ",40.51765,55.1489681882751,NA,"mOM","20-44"
"JPN",2016,"Asia & Pacific","Indirect",NA,2.69478062423422,NA,"mOM","20-44"
"KAZ",2015,"Asia & Pacific","MICS",NA,55.8530380203465,NA,"mOM","20-44"
"KEN",2014,"Africa","DHS ",134.5772,218.842725854405,NA,"mOM","20-44"
"KGZ",2012,"Asia & Pacific","DHS ",62.12732,97.1513680814161,NA,"mOM","20-44"
"KHM",2014,"Asia & Pacific","DHS ",91.856,156.953144706174,NA,"mOM","20-44"
"KIR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,141.952700898332,NA,"mOM","20-44"
"KOR",2016,"Asia & Pacific","Indirect",NA,4.45992954470867,NA,"mOM","20-44"
"KWT",2016,"Arab states","Indirect",NA,18.0043843129726,NA,"mOM","20-44"
"LAO",2017,"Asia & Pacific","MICS",NA,169.339080273316,NA,"mOM","20-44"
"LBN",2016,"Arab states","Indirect",NA,20.927362316173,NA,"mOM","20-44"
"LBR",2013,"Africa","DHS ",293.4383,363.999920687721,NA,"mOM","20-44"
"LBY",2016,"Arab states","Indirect ",NA,28.6787186335842,NA,"mOM","20-44"
"LCA",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,19.5080443135847,NA,"mOM","20-44"
"LKA",2016,"Asia & Pacific","Indirect",NA,19.6097337167883,NA,"mOM","20-44"
"LSO",2014,"Africa","DHS ",137.6474,181.050002142929,NA,"mOM","20-44"
"LTU",2016,"Europe","Indirect",NA,10.2593882888132,NA,"mOM","20-44"
"LUX",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,3.96634557538569,NA,"mOM","20-44"
"LVA",2016,"Europe","Indirect",NA,11.0070264256334,NA,"mOM","20-44"
"MAC",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,2.37816531466605,NA,"mOM","20-44"
"MDA",2012,"Europe","MICS",NA,28.3681754755944,NA,"mOM","20-44"
"MDG",2018,"Africa","MICS",NA,205.948150669296,NA,"mOM","20-44"
"MDV",2016,"Asia & Pacific","DHS ",34.10045,53.7561803986666,NA,"mOM","20-44"
"MEX",2015,"South & Latin America","MICS",NA,41.4950872034596,NA,"mOM","20-44"
"MKD",2016,"Europe","Indirect",NA,16.3835886798094,NA,"mOM","20-44"
"MLI",2012,"Africa","DHS ",243.146,478.927282747803,"2012-13","mOM","20-44"
"MLT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,5.44366468847804,NA,"mOM","20-44"
"MMR",2015,"Asia & Pacific","DHS ",104.0004,99.6643009363308,"2015-16","mOM","20-44"
"MNE",2013,"Europe","MICS",NA,15.4339320867188,NA,"mOM","20-44"
"MNG",2013,"Asia & Pacific","MICS",NA,83.7165094020222,"2013-14","mOM","20-44"
"MOZ",2011,"Africa","DHS ",271.3773,378.868777302556,NA,"mOM","20-44"
"MRT",2015,"Arab states","MICS",NA,259.984732570008,NA,"mOM","20-44"
"MTQ",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,10.6157277869389,NA,"mOM","20-44"
"MUS",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,17.328310445574,NA,"mOM","20-44"
"MWI",2015,"Africa","DHS ",204.7527,303.747758536198,"2015-16","mOM","20-44"
"MYS",2016,"Asia & Pacific","Indirect",NA,14.8126381647834,NA,"mOM","20-44"
"MYT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,21.8523210504632,NA,"mOM","20-44"
"NAM",2013,"Africa","DHS ",95.07228,130.24686549453,NA,"mOM","20-44"
"NCL",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,25.4180490269132,NA,"mOM","20-44"
"NER",2012,"Africa","DHS ",413.779,524.069472092008,NA,"mOM","20-44"
"NGA",2013,"Africa","DHS ",276.8203,396.683005365753,NA,"mOM","20-44"
"NLD",2016,"Europe","Indirect",NA,4.57656731947157,NA,"mOM","20-44"
"NOR",2016,"Europe","Indirect",NA,4.67105528879674,NA,"mOM","20-44"
"NPL",2015,"Asia & Pacific","MICS",NA,149.464665530814,NA,"mOM","20-44"
"NZL",2016,"Asia & Pacific","Indirect",NA,7.9669127814003,NA,"mOM","20-44"
"OMN",2016,"Arab states","Indirect",NA,38.0256144703297,NA,"mOM","20-44"
"PAK",2018,"Asia & Pacific","DHS ",180.0662,219.731331511719,NA,"mOM","20-44"
"PAN",2016,"South & Latin America","Indirect",NA,46.691365067405,NA,"mOM","20-44"
"PER",2012,"South & Latin America","DHS ",63.93598,71.5578615351847,NA,"mOM","20-44"
"PHL",2017,"Asia & Pacific","DHS ",45.9377,73.3674187108648,NA,"mOM","20-44"
"PNG",2016,"Asia & Pacific","DHS ",106.5676,160.641592870587,"2016-18","mOM","20-44"
"POL",2016,"Europe","Indirect",NA,7.92801936055892,NA,"mOM","20-44"
"PRI",2016,"South & Latin America","Indirect",NA,11.6776588753221,NA,"mOM","20-44"
"PRK",2016,"Asia & Pacific","Indirect",NA,48.3316273452928,NA,"mOM","20-44"
"PRT",2016,"Europe","Indirect",NA,4.3496324619853,NA,"mOM","20-44"
"PRY",2016,"South & Latin America","MICS",NA,60.9435090642905,NA,"mOM","20-44"
"PSE",2016,"Arab states","Indirect",NA,86.3167427684355,NA,"mOM","20-44"
"PYF",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,13.8281769241698,NA,"mOM","20-44"
"QAT",2016,"Arab states","Indirect",NA,19.5701297051741,NA,"mOM","20-44"
"REU",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,10.8273940798317,NA,"mOM","20-44"
"ROU",2016,"Europe","Indirect",NA,15.6797187724694,NA,"mOM","20-44"
"RUS",2016,"Europe","Indirect",NA,16.6864236841566,NA,"mOM","20-44"
"RWA",2014,"Africa","DHS ",170.5185,269.611929577721,"2014-15","mOM","20-44"
"SAU",2016,"Arab states","Indirect",NA,37.9304721498316,NA,"mOM","20-44"
"SDN",2014,"Arab states","MICS",NA,254.217654618532,NA,"mOM","20-44"
"SEN",2017,"Africa","DHS ",147.8964,221.390797203654,NA,"mOM","20-44"
"SGP",2016,"Asia & Pacific","Indirect",NA,2.28305923155999,NA,"mOM","20-44"
"SLE",2013,"Africa","DHS ",359.164,406.892859522256,NA,"mOM","20-44"
"SLV",2014,"South & Latin America","MICS",NA,59.9035538453772,NA,"mOM","20-44"
"SOM",2011,"Arab states","MICS? ",NA,441.405074420879,NA,"mOM","20-44"
"SRB",2014,"Europe","MICS",NA,14.52966761932,NA,"mOM","20-44"
"SSD",2014,"Africa","MICS",NA,361.921296437886,NA,"mOM","20-44"
"STP",2014,"Africa","MICS",NA,200.350304618515,NA,"mOM","20-44"
"SUR",2018,"South & Latin America","MICS",NA,51.7831333326392,NA,"mOM","20-44"
"SVK",2016,"Europe","Indirect",NA,8.25223555941841,NA,"mOM","20-44"
"SVN",2016,"Europe","Indirect",NA,4.10904780654817,NA,"mOM","20-44"
"SWE",2016,"Europe","Indirect",NA,3.82266703143218,NA,"mOM","20-44"
"SYC",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,22.8435959869471,NA,"mOM","20-44"
"SYR",2016,"Asia & Pacific","Indirect",NA,54.3086985083972,NA,"mOM","20-44"
"TCD",2014,"Africa","DHS ",376.199,466.093172184275,"2014-15","mOM","20-44"
"TGO",2013,"Africa","DHS ",188.2181,287.298508708088,"2013-14","mOM","20-44"
"THA",2015,"Asia & Pacific","MICS",NA,20.2075708116968,"2015-16","mOM","20-44"
"TJK",2017,"Asia & Pacific","DHS ",77.95512,143.033115274045,NA,"mOM","20-44"
"TKM",2015,"Asia & Pacific","MICS",NA,129.341084551422,"2015-16","mOM","20-44"
"TLS",2016,"Asia & Pacific","DHS ",91.77245,215.709696896042,NA,"mOM","20-44"
"TON",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,41.674832989587,NA,"mOM","20-44"
"TTO",2011,"South & Latin America","MICS",NA,38.4416996676715,NA,"mOM","20-44"
"TUN",2011,"Arab states","MICS",NA,35.8803845660381,"2011-12","mOM","20-44"
"TUR",2013,"Europe","DHS ",43.75557,70.3916291227599,NA,"mOM","20-44"
"TWN",2016,"Asia & Pacific","Indirect",NA,5.42591959754958,NA,"mOM","20-44"
"TZA",2015,"Africa","DHS ",200.9316,260.92130898184,"2015-16","mOM","20-44"
"UGA",2016,"Africa","DHS ",227.5979,325.641623673114,NA,"mOM","20-44"
"UKR",2012,"Europe","MICS",NA,17.3507884511284,NA,"mOM","20-44"
"URY",2016,"South & Latin America","Indirect",NA,20.4420908684014,NA,"mOM","20-44"
"USA",2013,"North America","NSFG",9.2825,11.2262057391947,"2013-17","mOM","20-44"
"VCT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,29.6567575121575,NA,"mOM","20-44"
"VEN",2016,"South & Latin America","Indirect",NA,38.4749070385631,NA,"mOM","20-44"
"VIR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,18.7293124177356,NA,"mOM","20-44"
"VNM",2013,"Asia & Pacific","MICS",NA,45.3689633260683,NA,"mOM","20-44"
"VUT",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,77.2345479752517,NA,"mOM","20-44"
"WSM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,53.9605535314368,NA,"mOM","20-44"
"YEM",2013,"Arab states","DHS ",150.5753,248.222694488302,NA,"mOM","20-44"
"ZAF",2016,"Africa","DHS ",72.0839,91.0314297542602,NA,"mOM","20-44"
"ZMB",2013,"Africa","DHS ",233.8945,313.531828585474,"2013-14","mOM","20-44"
"ZWE",2015,"Africa","DHS ",151.6131,175.894070850574,NA,"mOM","20-44"
NA,2014,"Africa","MICS ",NA,178.053695075716,NA,"mOM","20-44"
NA,2014,"Africa","MICS ",NA,7.90582880454503,NA,"mOM","20-44"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,6.96348172220404,NA,"mOM","20-44"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,159.265727743767,NA,"mOM","20-44"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,6.96348172220404,NA,"mOM","20-44"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,159.265727743767,NA,"mOM","20-44"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,6.96348172220404,NA,"mOM","20-44"
NA,2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,159.265727743767,NA,"mOM","20-44"
"ABW",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,45.7572092693233,NA,"mOM","45-49"
"AFG",2011,"Asia & Pacific","MICS",440.3707,632.298364349625,NA,"mOM","45-49"
"AGO",2015,"Africa","DHS ",469.6808,677.786634729962,"2015-16","mOM","45-49"
"ALB",2018,"Europe","DHS ",38.09908,83.2256667221533,NA,"mOM","45-49"
"ARE",2016,"Arab states","Indirect",NA,62.589930276544,NA,"mOM","45-49"
"ARG",2016,"South & Latin America","Indirect",NA,81.6687329247219,NA,"mOM","45-49"
"ARM",2016,"Europe","DHS ",52.52238,102.072485020596,NA,"mOM","45-49"
"ATG",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,48.9111440335447,NA,"mOM","45-49"
"AUS",2016,"Asia & Pacific","Indirect",NA,19.1271388008595,NA,"mOM","45-49"
"AUT",2018,"Europe","GGS",NA,13.756643455129,NA,"mOM","45-49"
"BDI",2016,"Africa","DHS ",590.3914,592.797650730429,"2016-17","mOM","45-49"
"BEL",2018,"Europe","GGS",NA,16.0721159840285,NA,"mOM","45-49"
"BEN",2017,"Africa","DHS ",469.3076,586.676793309688,"2017-18","mOM","45-49"
"BFA",2010,"Africa","DHS ",659.4592,685.694589002131,NA,"mOM","45-49"
"BGD",2014,"Asia & Pacific","DHS ",408.2774,405.596636958987,NA,"mOM","45-49"
"BGR",2016,"Europe","Indirect",NA,36.8983304034489,NA,"mOM","45-49"
"BHR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,53.5048953856403,NA,"mOM","45-49"
"BHS",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,62.4773979225221,NA,"mOM","45-49"
"BIH",2016,"Europe","Indirect",NA,33.4175031237797,NA,"mOM","45-49"
"BLR",2016,"Europe","Indirect",NA,38.2129284252624,NA,"mOM","45-49"
"BLZ",2015,"South & Latin America","MICS",136.7414,176.069328678217,"2015-16","mOM","45-49"
"BRB",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,33.6953838594218,NA,"mOM","45-49"
"BRN",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,44.9965169577871,NA,"mOM","45-49"
"BTN",2010,"Asia & Pacific","MICS ",390.0915,485.763946640985,NA,"mOM","45-49"
"BWA",2016,"Africa","Indirect",NA,208.488537026343,NA,"mOM","45-49"
"CAF",2010,"Africa","MICS",688.9011,518.089044656613,NA,"mOM","45-49"
"CAN",2016,"North America","Indirect ",NA,16.2873766845775,NA,"mOM","45-49"
"CHE",2016,"Europe","Indirect",NA,12.7413517741036,NA,"mOM","45-49"
"CHL",2016,"South & Latin America","Indirect",NA,45.0761684941533,NA,"mOM","45-49"
"CHN",2016,"Asia & Pacific","Indirect",NA,96.8807267938497,NA,"mOM","45-49"
"CIV",2011,"Africa","DHS ",502.0555,549.351266806346,"2011-12","mOM","45-49"
"CMR",2011,"Africa","DHS ",514.8046,574.573831775346,NA,"mOM","45-49"
"COD",2013,"Africa","DHS ",544.7416,647.346508248808,"2013-14","mOM","45-49"
"COG",2011,"Africa","DHS ",416.7952,392.232802098168,"2011-12","mOM","45-49"
"COL",2015,"South & Latin America","DHS ",98.54829,106.192359504188,"2015-16","mOM","45-49"
"COM",2012,"Arab states","DHS ",278.4715,498.712247786385,NA,"mOM","45-49"
"CPV",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,182.909372034217,NA,"mOM","45-49"
"CRI",2016,"South & Latin America","Indirect",NA,60.7159188045163,NA,"mOM","45-49"
"CUB",2014,"South & Latin America","MICS",23.33164,31.6234191949673,NA,"mOM","45-49"
"CYP",2016,"Europe","Indirect",NA,25.6015223704418,NA,"mOM","45-49"
"CZE",2016,"Europe","Indirect",NA,24.1003083838973,NA,"mOM","45-49"
"DEU",2016,"Europe","Indirect",NA,12.1939898326193,NA,"mOM","45-49"
"DJI",2016,"Arab states","Indirect",NA,433.298318547542,NA,"mOM","45-49"
"DNK",2016,"Europe","Indirect",NA,15.897624197328,NA,"mOM","45-49"
"DOM",2013,"South & Latin America","DHS ",218.2306,195.653071551447,NA,"mOM","45-49"
"DZA",2012,"Arab states","MICS",150.5163,225.285890778718,"2012-13","mOM","45-49"
"ECU",2016,"South & Latin America","Indirect",NA,169.229502545212,NA,"mOM","45-49"
"EGY",2014,"Arab states","DHS ",211.5555,291.164625167215,NA,"mOM","45-49"
"ERI",2016,"Africa","Indirect",NA,447.911638282071,NA,"mOM","45-49"
"ESH",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,254.608699485392,NA,"mOM","45-49"
"ESP",2016,"Europe","Indirect",NA,11.328747001467,NA,"mOM","45-49"
"EST",2016,"Europe","Indirect",NA,40.9476904099278,NA,"mOM","45-49"
"ETH",2016,"Africa","DHS ",577.2063,570.576617333447,NA,"mOM","45-49"
"FIN",2016,"Europe","Indirect",NA,14.7484489194124,NA,"mOM","45-49"
"FJI",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,126.559911645528,NA,"mOM","45-49"
"FRA",2016,"Europe","Indirect",NA,17.1878537705941,NA,"mOM","45-49"
"FSM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,229.29773587434,NA,"mOM","45-49"
"GAB",2012,"Africa","DHS ",373.159,416.612448452722,NA,"mOM","45-49"
"GBR",2016,"Europe","Indirect",NA,17.9258901864736,NA,"mOM","45-49"
"GEO",2016,"Europe","Indirect",NA,86.5722446009679,NA,"mOM","45-49"
"GHA",2014,"Africa","DHS ",410.5484,459.44224305151,NA,"mOM","45-49"
"GIN",2012,"Africa","DHS ",603.1319,662.403082565107,NA,"mOM","45-49"
"GLP",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,37.6681732377073,NA,"mOM","45-49"
"GMB",2013,"Africa","DHS ",409.7867,589.356844823316,NA,"mOM","45-49"
"GNB",2016,"Africa","Indirect",549.2007,603.240769501878,NA,"mOM","45-49"
"GNQ",2016,"Africa","Indirect",549.2007,560.836620005264,NA,"mOM","45-49"
"GRC",2016,"Europe","Indirect",NA,17.664670348521,NA,"mOM","45-49"
"GRD",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,72.9973465507275,NA,"mOM","45-49"
"GTM",2014,"South & Latin America","DHS ",287.9463,326.30027671999,"2014-15","mOM","45-49"
"GUF",2016,"South & Latin America","Indirect",NA,93.4841889260857,NA,"mOM","45-49"
"GUM",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,69.3339838034958,NA,"mOM","45-49"
"GUY",2014,"South & Latin America","MICS",233.2398,190.311698793614,NA,"mOM","45-49"
"HKG",2016,"Asia & Pacific","Indirect",NA,6.75108688193306,NA,"mOM","45-49"
"HND",2012,"South & Latin America","DHS ",227.423,302.724851494877,NA,"mOM","45-49"
"HRV",2016,"Europe","Indirect",NA,24.4013349703412,NA,"mOM","45-49"
"HTI",2016,"South & Latin America","DHS ",403.2675,428.112412592845,"2016-17","mOM","45-49"
"HUN",2016,"Europe","Indirect",NA,30.1427833386204,NA,"mOM","45-49"
"IDN",2017,"Asia & Pacific","DHS ",183.2362,177.312082646644,NA,"mOM","45-49"
"IND",2015,"Asia & Pacific","DHS ",216.5777,352.909205448234,NA,"mOM","45-49"
"IRL",2016,"Europe","Indirect",NA,19.8721894237919,NA,"mOM","45-49"
"IRN",2016,"Asia & Pacific","Indirect",NA,158.496419101551,NA,"mOM","45-49"
"IRQ",2011,"Arab states","MICS",186.4371,282.801824901229,NA,"mOM","45-49"
"ISL",2016,"Europe","Indirect",NA,17.2064796000231,NA,"mOM","45-49"
"ISR",2016,"Europe","Indirect",NA,35.4334017224576,NA,"mOM","45-49"
"ITA",2016,"Europe","Indirect",NA,11.6475568576242,NA,"mOM","45-49"
"JAM",2016,"South & Latin America","Indirect",NA,86.6805939231532,NA,"mOM","45-49"
"JOR",2017,"Arab states","DHS ",211.5555,147.573442846179,NA,"mOM","45-49"
"JPN",2016,"Asia & Pacific","Indirect",NA,10.2460601971294,NA,"mOM","45-49"
"KAZ",2015,"Asia & Pacific","MICS",121.599,150.704922719944,NA,"mOM","45-49"
"KEN",2014,"Africa","DHS ",332.1399,427.453022391092,NA,"mOM","45-49"
"KGZ",2012,"Asia & Pacific","DHS ",149.3209,251.929348949729,NA,"mOM","45-49"
"KHM",2014,"Asia & Pacific","DHS ",345.7539,426.09827490224,NA,"mOM","45-49"
"KIR",2018,"COUNTRIES EXCLUDED (islands/very small territories/populations)",NA,NA,303.577211115877,NA,"mOM","45-49"
"KOR",2016,"Asia & Pacific","Indirect",NA,25.0309842605092,NA,"mOM","45-49"
"KWT",2016,"Arab states","Indirect",NA,53.0651798607462,NA,"mOM","45-49"
"LAO",2017,"Asia & Pacific","MICS",289.9799,432.087376593646,NA,"mOM","45-49"
"LBN",2016,"Arab states","Indirect",NA,78.9793241249763,NA,"mOM","45-49"
